0	1
1	14
2	7.84615
3	12.8269
4	1.83442
5	3.24194
6	4.78752
7	7.46922
8	2.66981
9	2.59852
10	3.75572
11	15.7123
12	4.80403
13	2.14767
14	1.19538
15	3.02457
16	1.71392
17	2.34679
18	3.58145
19	7.9226
20	1.3755
21	5.85332
22	1.10058
23	4.02867
24	1.29781
25	2.84896
26	8.3528
27	16.7269
28	4.63139
29	7.4171
30	8.1874
31	13.8441
32	5.34566
33	5.70107
34	0.892002
35	2.63626
36	10.3228
37	3.00191
38	3.27774
39	174.655
40	2.42325
41	9.82744
42	1.98241
43	2.54761
44	1.94111
45	28.5539
46	10.4188
47	1.87099
48	0.765102
49	5.53691
50	3.52473
51	2.48273
52	4.66982
53	4.35874
54	1.37716
55	2.59362
56	1.52148
57	4.58628
58	1.2328
59	3.22463
60	15.7388
61	3.14875
62	4.90048
63	4.31459
64	14.4954
65	61.2739
66	8.44397
67	2.93896
68	0.793341
69	1.97568
70	3.45194
71	2.77919
72	2.8874
73	10.1531
74	1.73355
75	2.72054
76	1.32695
77	2.18195
78	1.63204
79	3.84857
80	98.1894
81	167.274
82	7.13329
83	19.1771
84	26.2281
85	28.7708
86	12.4891
87	9.13544
88	1.08424
89	9.80677
90	3.15282
91	6.55989
92	2.23477
93	10.1497
94	6.26127
95	3.46112
96	5.17692
97	3.09776
98	3.83544
99	7.91159
100	7.96432
101	3.12886
102	0.829505
103	2.19653
104	2.15151
105	2.42982
106	2.08202
107	2.42075
108	1.79726
109	3.34906
110	1.39841
111	1.75992
112	1.62641
113	3.5012
114	60.2545
115	2.0039
116	420.648
117	16.3369
118	8.24875
119	24.1458
120	32.8264
121	19.068
122	0.967347
123	2.83344
124	17.3256
125	4.57681
126	2.01288
127	10.1316
128	2.38059
129	3.70932
130	1.7841
131	2.43949
132	2.19919
133	6.8551
134	5.62704
135	14.2659
136	0.889889
137	3.51907
138	4.3297
139	5.91331
140	20.077
141	55.9305
142	1.36954
143	3.40295
144	1.29925
145	12.3252
146	1.583
147	8.49256
148	13.4777
149	1.12293
150	4.23329
151	6.10389
152	78.795
153	4.60477
154	25.7269
155	6.34692
156	0.891078
157	3.14388
158	6.42637
159	5.02722
160	1.21801
161	2.23284
162	2.37064
163	4.55749
164	1.68874
165	2.02133
166	2.19467
167	4.13256
168	15.6176
169	1.48851
170	5.57092
171	7.07857
172	3.13642
173	9.04593
174	16.6713
175	32.5709
176	1.17688
177	7.72436
178	1.82918
179	14.2118
180	1.35551
181	5.3137
182	7.14802
183	7.22562
184	3.7539
185	3.86362
186	3.52774
187	97.0787
188	4.27867
189	7.69204
190	0.929172
191	2.42991
192	2.92327
193	2.93767
194	4.65259
195	4.49435
196	2.19648
197	9.11646
198	1.68465
199	2.53426
