0	1
1	4
2	1.26316
3	0.521109
4	0.303
5	0.205764
6	0.153477
7	0.121512
8	0.0999864
9	0.0844059
10	0.0725211
11	0.0631066
12	0.0554422
13	0.0490747
14	0.0437019
15	0.0391128
16	0.0351541
17	0.0317108
18	0.0286949
19	0.0260373
20	0.0236832
21	0.0215883
22	0.0197163
23	0.0180376
24	0.0165272
25	0.0151643
26	0.0139311
27	0.0128128
28	0.0117965
29	0.0108708
30	0.0100264
31	0.00925475
32	0.00854858
33	0.00790147
34	0.00730769
35	0.00676231
36	0.00626068
37	0.0057991
38	0.0053737
39	0.00498157
40	0.00461965
41	0.0042856
42	0.00397683
43	0.00369142
44	0.00342729
45	0.0031829
46	0.00295667
47	0.00274701
48	0.00255275
49	0.00237272
50	0.00220569
51	0.00205074
52	0.00190691
53	0.00177345
54	0.00164955
55	0.00153451
56	0.00142755
57	0.00132826
58	0.00123595
59	0.00115017
60	0.00107044
61	0.000996264
62	0.000927288
63	0.000863204
64	0.000803581
65	0.000748086
66	0.000696497
67	0.000648436
68	0.000603771
69	0.000562246
70	0.000523496
71	0.000487541
72	0.000454033
73	0.000422745
74	0.000393774
75	0.000366692
76	0.000341512
77	0.000318119
78	0.000296285
79	0.000275959
80	0.000256991
81	0.000239422
82	0.000223015
83	0.000207738
84	0.000193482
85	0.000180259
86	0.000167826
87	0.000156352
88	0.000145666
89	0.000135732
90	0.000126369
91	0.000117734
92	0.000109652
93	0.000102194
94	9.52038e-05
